GroundTruth_DTCO,GroundTruth_DTSM,GradientBoostingRegressor_DTCO,GradientBoostingRegressor_DTSM,RandomForestRegressor_DTCO,RandomForestRegressor_DTSM,MLP_DTCO,MLP_DTSM,LinearRegression_DTCO,LinearRegression_DTSM,SVR_DTCO,SVR_DTSM
79.756477356,143.05831909,73.54342784120058,146.24833339315865,85.49120853391,162.4237520594,99.40157493764772,183.403728761179,130.84446964464237,297.59882064361943,142.09827638040807,285.0525815150193
79.756477356,143.05831909,73.54342784120058,146.24833339315865,84.85827159844,162.35603721569998,97.35676151668012,179.60115745383808,129.67036336904292,294.3934983035615,141.9395980532011,286.14024504945496
79.756477356,143.05831909,73.54342784120058,146.24833339315865,83.79649738286,158.4294545747,91.40864588998278,170.84873659395157,128.44372374967034,291.26974012636754,139.25475194321513,282.0673411556919
79.756477356,143.05831909,71.75386306064125,146.45206577347656,77.86357925405,146.6864608766,88.12940098501423,175.08997105508226,127.2675517126371,288.56698740370643,113.70015472379548,217.80489639287055
79.756477356,143.05831909,73.77808029456041,165.95910465633537,80.73549793242,168.8463092038,79.23063812417523,159.09938080547207,125.7846234506514,285.1036433418192,76.37923787584954,137.9304941241825
79.756477356,143.05831909,69.07823883732317,155.40176947685018,70.09639431021,155.6853871141,73.58652002598991,144.63019605966298,123.86447898605805,280.22459881209954,73.69235787597927,147.06046128693131
79.756477356,143.05831909,75.31235462941243,162.04698904692177,81.91138359074,175.0173484802,76.35659235964813,153.54158992006467,121.67409548269168,274.3546869859712,75.03150691032302,154.53546691766758
79.756477356,143.05831909,75.65936223447964,165.09351148868936,81.94670013433,174.4475358583,76.6547213566126,155.20422837109604,119.6937291961713,268.9368179601406,76.30775766450932,159.01217106532712
79.756477356,143.05831909,69.07823883732317,158.44829191861774,74.75643871321999,163.1570494836,73.64336988423071,148.76323373381837,118.71693736659878,266.43204335573387,75.97013498290322,156.43447870790462
79.756477356,143.05831909,68.23301211952835,158.44829191861774,70.74452537546,155.8366230778,72.36782736047923,144.3299583416363,118.77109961623655,266.4611633351096,76.06966826332257,155.25516966877558
79.756477356,143.05831909,68.23301211952835,158.44829191861774,69.47958229073001,154.9318487548,71.97836465359165,143.2781869075772,119.35087849900007,268.06797241384857,75.65549508943073,153.55529854357226
79.756477356,143.05831909,68.23301211952835,158.44829191861774,70.98903057108,156.3705195624,72.17449098822338,144.57141662272693,120.16360813204504,270.47166780996207,74.83034060755261,152.02797542285617
79.756477356,143.05831909,71.5725988751895,159.35092745150857,81.65723449709,167.80358695939998,74.36983401356886,152.0976621716118,120.86077074514704,272.6182260489382,74.0993151325532,152.39256924456436
79.756477356,143.05831909,69.39320407223141,138.92363858747356,79.98202529885,167.38684936400003,80.06261185820931,164.3111930882636,121.03797554871409,273.1803430685199,74.64287823296716,158.29647243814475
79.756477356,143.05831909,76.15409338834749,145.3005697234988,91.33933822631,163.6073930362,84.05523118541277,174.70603575339987,120.14929149022794,270.6781393496256,75.87925992466879,163.50723615896158
79.756477356,143.05831909,82.52355796896649,149.681903521406,92.8671963501,173.81608413810002,86.9325812002932,182.1172214607124,119.41997699939512,268.571891754528,77.03949136131526,167.7903595423011
79.756477356,143.05831909,83.24182550887785,164.96846861450956,94.62930862418,194.43076660160008,89.26567901770747,187.86121315717688,118.9211156151478,266.97922830691573,78.22361618154868,171.28516327392265
79.756477356,143.05831909,78.48804546102282,173.97110588594848,93.094669571,201.5327406306,91.36069931037233,193.21409389907788,118.52630535793534,265.5125510458021,79.59987241472314,174.47684060805813
79.756477356,143.05831909,90.6201163402222,196.85336008816824,92.4648480226,199.14754165470003,93.56722777335854,199.35260764428668,117.91170741052127,263.2791713660614,81.39679077757987,178.16403259838523
79.756477356,143.05831909,93.75053764246442,203.6226235318346,95.8883327484,209.03576629640003,95.64660634250428,205.6342017564551,116.06866322818932,257.5778776744787,84.20360505903992,184.4307085750714
79.756477356,143.05831909,94.2750814810521,200.26828067254792,94.8816529085,203.33725875820005,94.77887125740898,201.90500434062125,112.08408786909436,246.1502083759171,87.90807032239863,193.3262610733313
79.756477356,143.05831909,95.04128473379036,205.2610078466637,100.75387840297002,209.1552583313,93.4048520583129,194.9755270043038,106.28520862710332,229.6532656491509,92.07837934479758,202.60265446953665
79.756477356,143.05831909,89.78210880581578,192.2543477932784,90.99426834115,195.7732922376,92.16639735697048,190.5570581299571,99.62551822795048,210.81008235059195,94.60314285608597,206.22281529834555
79.756477356,143.05831909,87.45867453208332,182.0351406205388,84.55393051128999,174.7162677004,89.1324727345588,182.0092772523577,93.68476146432936,194.40958675380003,93.70844918959153,200.64871069934242
79.756477356,143.05831909,84.61740356535165,172.46485386676244,84.59768768298001,162.6106175237,86.26258669550738,173.55360528277177,90.2385007554566,184.85748731202443,92.01499807666882,193.8538224279143
79.756477356,143.05831909,86.06161833072743,171.32968743818603,82.04667541488,152.6817877213,85.0487419049957,169.65642224816514,88.76335677357146,180.7021366001544,90.93379424707732,189.7366725774295
79.756477356,143.05831909,84.46339894033262,172.61788188364085,80.69681335451,155.0332191469,84.73875438262898,168.717655715789,88.75715793585684,180.7514346571339,90.52404353423628,188.41580744881745
79.756477356,143.05831909,83.83675802108829,172.18966444526404,80.18354217535,155.8912254333,84.74949733683655,169.0035652693138,89.52073902610918,182.97848316688007,90.68699541916664,189.26869065868397
79.756477356,143.05831909,85.81673637545305,170.73485941325114,81.74306007371,152.1732412729,85.114757617766,169.39041165084672,90.15803733068786,184.52184842954887,91.65547873542907,192.23226763102406
79.756477356,143.05831909,85.81673637545305,171.25333919301607,84.44882965079,168.3729614258,85.2614024095835,168.4169835293266,89.05208023006983,180.99509993958043,91.77831510342,191.5854273916304
79.756477356,143.05831909,86.22325500229879,174.33656071539514,86.62705947872,177.6001612864,86.22878205284272,170.81693819429822,87.47966437836307,176.2524217060199,91.42442438515174,189.69206839583933
79.756477356,143.05831909,88.21144261070403,179.8854222947255,88.40372871404,178.19223190450003,88.06567439793137,177.29123779774386,85.61084822442291,170.71036533265575,90.52843035377852,186.28481293521418
79.756477356,143.05831909,89.94762502033268,184.1129885985736,88.50268363944001,177.30852508750002,89.47774823378153,182.8473324561364,83.62150390812158,164.82160293515363,89.06311794948866,181.2836586346003
79.756477356,143.05831909,88.78021752959695,182.92479757164136,88.14109649644,178.774081877,89.66688439872456,183.49379242828104,81.69330433117213,159.07489472827658,87.10302729596468,174.947185555948
79.756477356,143.05831909,88.64698717633762,180.79201420918315,89.51162742617001,190.8186799608,89.46353325605266,184.4428474853437,80.63155910945036,155.99604349535295,85.99648565289051,171.61434907566402
79.756477356,143.05831909,85.37799933854565,174.82990984044756,84.89990959178,177.41685096619997,88.32308585401483,181.34757274305247,79.9097151310418,153.9543365284511,85.05709686843166,168.82161833865226
79.756477356,143.05831909,83.67652531145731,169.97796259514092,86.19094390881,178.2697253421,86.29171561263374,175.22462250585144,79.54287264218448,153.12653398932054,84.49323371905422,167.30039967933436
79.756477356,143.05831909,83.60084577394477,167.3718230260362,84.75883865355,166.5084227752,84.32395498258613,169.18226139272335,79.46088192303564,153.27432653265416,84.25458236239234,166.88326124749398
79.756477356,143.05831909,82.44911191276717,162.7149467196105,82.6420546723,165.1663294231,83.0640550548874,164.66776749946294,79.50839883216831,153.74448955251106,84.13194714451625,166.78430015291028
79.756477356,143.05831909,82.44911191276717,162.42124606754032,81.00003379814,159.83079772829998,82.39452341345216,162.26391832699576,79.48767713395222,153.78148008529965,83.96556336555717,166.34246972646474
79.756477356,143.05831909,81.95608742538354,158.19457740951887,79.79029815664,151.1930879962,82.21460101511987,161.48630103323458,79.44205485347541,153.53598600192825,83.80607088799557,165.71529734036204
79.756477356,143.05831909,82.22388728721869,159.43199707521396,82.36306823718,154.361563262,83.09045380729474,163.7072420080283,79.50714666480384,153.28601252451548,83.79653719451133,165.2368987387861
79.756477356,143.05831909,83.08275406308341,163.8724661722989,83.84518737792,167.3702667994,84.15018897706838,165.84281455319842,79.6620325362511,153.14800036498667,83.82015003435174,164.76003656576967
79.756477356,143.05831909,82.7504384033005,164.14137673131972,80.42329895022,156.8700412764,84.44782154823682,166.21632729097098,79.72929855115127,153.0769361444026,83.77616083310288,164.39120484851014
